year,month,day,hour,street,crash_type,severity,lighting,weather,speed_limit,pedestrians_involved,cyclists_involved,date
2020,2,17,6,Arlington Blvd,Angle,Property Damage Only,Dark - Lighted,Clear,30,0,0,2020-02-17
2020,6,20,9,Columbia Pike,Bicycle Involved,Property Damage Only,Dark - Lighted,Rain,45,0,1,2020-06-20
2021,12,4,17,Washington Blvd,Bicycle Involved,Injury,Dawn/Dusk,Clear,45,0,1,2021-12-04
2020,10,6,19,N Fairfax Dr,Rear-End,Property Damage Only,Dark - Lighted,Cloudy,25,0,0,2020-10-06
2020,10,19,16,Lee Hwy,Angle,Property Damage Only,Daylight,Rain,30,0,0,2020-10-19
2019,3,9,9,Lee Hwy,Pedestrian Involved,Injury,Dawn/Dusk,Clear,25,1,0,2019-03-09
2021,2,7,7,Washington Blvd,Pedestrian Involved,Injury,Dawn/Dusk,Clear,45,1,0,2021-02-07
2020,4,27,19,N Fairfax Dr,Pedestrian Involved,Property Damage Only,Dark - Lighted,Rain,30,1,0,2020-04-27
2023,11,17,17,Arlington Blvd,Angle,Property Damage Only,Dark - Unlighted,Clear,45,0,0,2023-11-17
2023,10,3,7,Glebe Rd,Head-On,Property Damage Only,Dawn/Dusk,Clear,30,0,0,2023-10-03
2019,1,7,17,N Pershing Dr,Single Vehicle,Serious Injury,Dawn/Dusk,Fog,30,0,0,2019-01-07
2023,2,6,18,Washington Blvd,Pedestrian Involved,Injury,Daylight,Rain,25,1,0,2023-02-06
2019,8,22,8,Lee Hwy,Pedestrian Involved,Serious Injury,Daylight,Rain,45,1,0,2019-08-22
2023,7,12,15,Wilson Blvd,Bicycle Involved,Property Damage Only,Dawn/Dusk,Clear,30,0,1,2023-07-12
2022,7,12,12,S Walter Reed Dr,Single Vehicle,Injury,Daylight,Clear,45,0,0,2022-07-12
2020,5,16,10,Glebe Rd,Single Vehicle,Fatal,Daylight,Clear,35,0,0,2020-05-16
2023,9,14,11,Arlington Blvd,Angle,Property Damage Only,Daylight,Rain,25,0,0,2023-09-14
2023,9,4,21,N Pershing Dr,Rear-End,Property Damage Only,Dawn/Dusk,Fog,30,0,0,2023-09-04
2021,7,12,8,Columbia Pike,Angle,Serious Injury,Dawn/Dusk,Snow/Ice,35,0,0,2021-07-12
2021,9,14,18,S Walter Reed Dr,Sideswipe,Property Damage Only,Dark - Unlighted,Cloudy,45,0,0,2021-09-14
2020,7,18,17,N Pershing Dr,Head-On,Property Damage Only,Dark - Lighted,Snow/Ice,35,0,0,2020-07-18
2023,9,16,8,Arlington Blvd,Sideswipe,Injury,Dark - Unlighted,Clear,45,0,0,2023-09-16
2020,11,4,17,Glebe Rd,Head-On,Property Damage Only,Dark - Lighted,Clear,25,0,0,2020-11-04
2020,9,13,8,Clarendon Blvd,Single Vehicle,Property Damage Only,Daylight,Clear,30,0,0,2020-09-13
2022,11,1,8,Columbia Pike,Single Vehicle,Property Damage Only,Dark - Lighted,Clear,45,0,0,2022-11-01
2023,7,3,8,Columbia Pike,Sideswipe,Injury,Dark - Lighted,Clear,35,0,0,2023-07-03
2019,10,2,20,N Fairfax Dr,Head-On,Injury,Dark - Unlighted,Rain,25,0,0,2019-10-02
2020,11,16,16,Washington Blvd,Rear-End,Injury,Dark - Lighted,Clear,35,0,0,2020-11-16
2020,1,26,5,S Walter Reed Dr,Pedestrian Involved,Property Damage Only,Dark - Lighted,Snow/Ice,30,1,0,2020-01-26
2019,6,8,2,Wilson Blvd,Angle,Property Damage Only,Daylight,Cloudy,35,0,0,2019-06-08
2022,6,22,19,N Fairfax Dr,Head-On,Property Damage Only,Dark - Lighted,Clear,25,0,0,2022-06-22
2019,2,18,19,Arlington Blvd,Bicycle Involved,Property Damage Only,Dark - Unlighted,Clear,35,0,1,2019-02-18
2021,4,20,6,Glebe Rd,Head-On,Serious Injury,Dawn/Dusk,Rain,25,0,0,2021-04-20
2021,3,14,19,N Pershing Dr,Rear-End,Injury,Daylight,Rain,35,0,0,2021-03-14
2021,2,26,14,N Pershing Dr,Sideswipe,Property Damage Only,Dark - Unlighted,Clear,45,0,0,2021-02-26
2022,10,16,12,Glebe Rd,Single Vehicle,Injury,Dark - Unlighted,Rain,45,0,0,2022-10-16
2022,10,28,20,Wilson Blvd,Head-On,Property Damage Only,Daylight,Rain,35,0,0,2022-10-28
2019,7,21,16,Glebe Rd,Bicycle Involved,Property Damage Only,Dark - Lighted,Rain,35,0,1,2019-07-21
2022,6,17,8,N Pershing Dr,Rear-End,Property Damage Only,Dark - Unlighted,Clear,30,0,0,2022-06-17
2021,2,13,10,Clarendon Blvd,Rear-End,Property Damage Only,Dark - Lighted,Rain,45,0,0,2021-02-13
2021,6,7,21,S Walter Reed Dr,Sideswipe,Property Damage Only,Dark - Lighted,Rain,30,0,0,2021-06-07
2022,12,7,13,Glebe Rd,Bicycle Involved,Injury,Dark - Lighted,Clear,35,0,1,2022-12-07
2020,4,7,8,Glebe Rd,Single Vehicle,Property Damage Only,Dark - Unlighted,Clear,30,0,0,2020-04-07
2019,2,3,4,Washington Blvd,Pedestrian Involved,Property Damage Only,Daylight,Clear,25,1,0,2019-02-03
2022,6,20,22,Clarendon Blvd,Head-On,Property Damage Only,Dark - Unlighted,Clear,45,0,0,2022-06-20
2020,9,9,7,N Fairfax Dr,Angle,Property Damage Only,Dark - Lighted,Clear,25,0,0,2020-09-09
2023,7,16,7,N Pershing Dr,Rear-End,Property Damage Only,Dark - Unlighted,Clear,45,0,0,2023-07-16
2020,8,4,0,N Pershing Dr,Head-On,Property Damage Only,Dark - Unlighted,Clear,25,0,0,2020-08-04
2019,11,7,6,N Fairfax Dr,Pedestrian Involved,Property Damage Only,Daylight,Snow/Ice,35,1,0,2019-11-07
2021,10,28,15,Arlington Blvd,Angle,Property Damage Only,Dark - Unlighted,Clear,30,0,0,2021-10-28
2021,8,20,21,Clarendon Blvd,Sideswipe,Property Damage Only,Dark - Lighted,Clear,45,0,0,2021-08-20
2022,4,14,16,Clarendon Blvd,Sideswipe,Property Damage Only,Dawn/Dusk,Clear,35,0,0,2022-04-14
2022,3,19,13,Lee Hwy,Pedestrian Involved,Injury,Dark - Lighted,Clear,25,1,0,2022-03-19
2021,4,18,17,N Fairfax Dr,Single Vehicle,Fatal,Dawn/Dusk,Clear,30,0,0,2021-04-18
2020,12,5,8,Washington Blvd,Single Vehicle,Property Damage Only,Daylight,Clear,30,0,0,2020-12-05
2022,8,5,11,N Pershing Dr,Pedestrian Involved,Serious Injury,Dark - Unlighted,Rain,45,1,0,2022-08-05
2021,5,18,16,S Walter Reed Dr,Rear-End,Property Damage Only,Dawn/Dusk,Snow/Ice,25,0,0,2021-05-18
2020,1,7,22,Arlington Blvd,Head-On,Injury,Daylight,Clear,45,0,0,2020-01-07
2021,5,12,16,Clarendon Blvd,Pedestrian Involved,Property Damage Only,Dark - Unlighted,Clear,35,1,0,2021-05-12
2019,7,4,5,Clarendon Blvd,Single Vehicle,Property Damage Only,Dark - Lighted,Rain,30,0,0,2019-07-04
2021,6,11,6,N Pershing Dr,Head-On,Property Damage Only,Dawn/Dusk,Clear,25,0,0,2021-06-11
2022,10,10,10,Washington Blvd,Bicycle Involved,Property Damage Only,Dark - Lighted,Clear,30,0,1,2022-10-10
2021,7,21,18,S Walter Reed Dr,Pedestrian Involved,Property Damage Only,Dawn/Dusk,Clear,25,1,0,2021-07-21
2019,3,11,9,Glebe Rd,Sideswipe,Serious Injury,Dark - Unlighted,Rain,35,0,0,2019-03-11
2021,10,21,17,N Fairfax Dr,Sideswipe,Property Damage Only,Dawn/Dusk,Rain,35,0,0,2021-10-21
2023,9,15,0,N Fairfax Dr,Angle,Injury,Dark - Lighted,Cloudy,25,0,0,2023-09-15
2020,12,8,16,Arlington Blvd,Bicycle Involved,Injury,Daylight,Rain,30,0,1,2020-12-08
2020,7,4,6,Columbia Pike,Rear-End,Serious Injury,Dawn/Dusk,Clear,25,0,0,2020-07-04
2019,7,17,14,Columbia Pike,Rear-End,Property Damage Only,Dark - Unlighted,Clear,30,0,0,2019-07-17
2019,11,13,11,Arlington Blvd,Angle,Property Damage Only,Dark - Lighted,Clear,35,0,0,2019-11-13
2022,11,5,15,Lee Hwy,Pedestrian Involved,Property Damage Only,Dark - Lighted,Clear,25,1,0,2022-11-05
2019,11,12,15,Clarendon Blvd,Single Vehicle,Property Damage Only,Dawn/Dusk,Rain,45,0,0,2019-11-12
2023,5,18,17,Washington Blvd,Angle,Injury,Dark - Lighted,Rain,45,0,0,2023-05-18
2023,7,17,11,N Pershing Dr,Sideswipe,Injury,Dark - Unlighted,Clear,45,0,0,2023-07-17
2023,4,26,8,Columbia Pike,Head-On,Injury,Dark - Unlighted,Clear,35,0,0,2023-04-26
2022,5,5,18,Arlington Blvd,Rear-End,Injury,Daylight,Fog,30,0,0,2022-05-05
2021,5,16,20,N Pershing Dr,Rear-End,Property Damage Only,Dawn/Dusk,Clear,45,0,0,2021-05-16
2021,1,25,15,N Fairfax Dr,Single Vehicle,Property Damage Only,Dark - Unlighted,Rain,30,0,0,2021-01-25
2019,9,12,17,Glebe Rd,Head-On,Injury,Dawn/Dusk,Clear,45,0,0,2019-09-12
2020,3,23,7,N Fairfax Dr,Single Vehicle,Property Damage Only,Dawn/Dusk,Clear,30,0,0,2020-03-23
2021,2,14,20,Glebe Rd,Pedestrian Involved,Property Damage Only,Dark - Unlighted,Clear,35,1,0,2021-02-14
2023,5,14,1,Glebe Rd,Single Vehicle,Injury,Daylight,Rain,30,0,0,2023-05-14
2020,5,4,9,Washington Blvd,Pedestrian Involved,Property Damage Only,Dawn/Dusk,Clear,35,1,0,2020-05-04
2023,8,7,9,Clarendon Blvd,Rear-End,Injury,Dark - Lighted,Rain,25,0,0,2023-08-07
2023,1,6,10,Columbia Pike,Sideswipe,Property Damage Only,Dark - Unlighted,Cloudy,30,0,0,2023-01-06
2022,12,1,12,Glebe Rd,Rear-End,Injury,Dark - Lighted,Clear,25,0,0,2022-12-01
2022,4,11,13,N Fairfax Dr,Sideswipe,Property Damage Only,Dawn/Dusk,Clear,35,0,0,2022-04-11
2022,12,26,22,Wilson Blvd,Sideswipe,Property Damage Only,Daylight,Clear,30,0,0,2022-12-26
2019,5,25,2,N Fairfax Dr,Rear-End,Property Damage Only,Dawn/Dusk,Clear,30,0,0,2019-05-25
2020,5,27,1,N Fairfax Dr,Single Vehicle,Injury,Daylight,Clear,25,0,0,2020-05-27
2020,7,25,8,Washington Blvd,Angle,Serious Injury,Daylight,Clear,30,0,0,2020-07-25
2022,12,25,22,Columbia Pike,Pedestrian Involved,Property Damage Only,Dark - Lighted,Fog,45,1,0,2022-12-25
2022,11,10,16,Clarendon Blvd,Angle,Injury,Daylight,Cloudy,25,0,0,2022-11-10
2021,8,21,8,Arlington Blvd,Angle,Serious Injury,Dark - Unlighted,Clear,25,0,0,2021-08-21
2020,2,8,10,N Fairfax Dr,Sideswipe,Property Damage Only,Daylight,Clear,30,0,0,2020-02-08
2021,10,4,7,N Fairfax Dr,Single Vehicle,Property Damage Only,Dark - Lighted,Clear,25,0,0,2021-10-04
2019,10,26,18,Washington Blvd,Bicycle Involved,Injury,Dark - Lighted,Clear,35,0,1,2019-10-26
2019,4,6,8,Washington Blvd,Rear-End,Property Damage Only,Dark - Unlighted,Clear,25,0,0,2019-04-06
2019,6,21,5,Lee Hwy,Bicycle Involved,Property Damage Only,Daylight,Clear,30,0,1,2019-06-21
2022,4,11,22,N Pershing Dr,Single Vehicle,Property Damage Only,Dark - Unlighted,Clear,45,0,0,2022-04-11
2020,1,23,15,N Fairfax Dr,Sideswipe,Property Damage Only,Dark - Lighted,Clear,35,0,0,2020-01-23
2019,8,23,16,Washington Blvd,Pedestrian Involved,Property Damage Only,Dark - Unlighted,Clear,45,1,0,2019-08-23
2020,10,6,23,N Pershing Dr,Sideswipe,Injury,Dark - Unlighted,Rain,45,0,0,2020-10-06
2021,10,28,15,N Pershing Dr,Angle,Injury,Daylight,Clear,30,0,0,2021-10-28
2022,5,27,11,Arlington Blvd,Pedestrian Involved,Property Damage Only,Dark - Unlighted,Clear,45,1,0,2022-05-27
2019,11,17,14,N Fairfax Dr,Bicycle Involved,Property Damage Only,Dark - Lighted,Cloudy,25,0,1,2019-11-17
2023,6,25,20,S Walter Reed Dr,Angle,Injury,Dark - Unlighted,Clear,25,0,0,2023-06-25
2023,7,7,19,N Pershing Dr,Bicycle Involved,Property Damage Only,Dawn/Dusk,Snow/Ice,30,0,1,2023-07-07
2023,5,11,6,N Fairfax Dr,Bicycle Involved,Injury,Dark - Unlighted,Clear,25,0,1,2023-05-11
2019,9,22,19,Columbia Pike,Rear-End,Serious Injury,Dark - Lighted,Clear,30,0,0,2019-09-22
2019,4,4,12,Washington Blvd,Angle,Fatal,Daylight,Clear,25,0,0,2019-04-04
2023,11,27,19,N Fairfax Dr,Bicycle Involved,Property Damage Only,Dawn/Dusk,Clear,35,0,1,2023-11-27
2019,6,8,8,S Walter Reed Dr,Bicycle Involved,Property Damage Only,Daylight,Snow/Ice,25,0,1,2019-06-08
2020,11,16,10,Columbia Pike,Head-On,Property Damage Only,Daylight,Clear,35,0,0,2020-11-16
2023,12,14,15,Clarendon Blvd,Single Vehicle,Injury,Daylight,Cloudy,35,0,0,2023-12-14
2023,1,24,11,Columbia Pike,Single Vehicle,Injury,Dark - Unlighted,Snow/Ice,25,0,0,2023-01-24
2020,9,4,15,Columbia Pike,Bicycle Involved,Serious Injury,Dark - Lighted,Clear,45,0,1,2020-09-04
2020,4,17,6,Glebe Rd,Pedestrian Involved,Injury,Dark - Lighted,Clear,45,1,0,2020-04-17
2019,11,19,19,Clarendon Blvd,Bicycle Involved,Injury,Dawn/Dusk,Clear,45,0,1,2019-11-19
2019,3,26,20,Lee Hwy,Pedestrian Involved,Property Damage Only,Dawn/Dusk,Clear,35,1,0,2019-03-26
2020,9,20,16,Washington Blvd,Sideswipe,Serious Injury,Dark - Unlighted,Clear,35,0,0,2020-09-20
2021,7,25,13,N Fairfax Dr,Single Vehicle,Injury,Dark - Unlighted,Rain,30,0,0,2021-07-25
2023,9,7,17,N Fairfax Dr,Single Vehicle,Property Damage Only,Dark - Unlighted,Clear,35,0,0,2023-09-07
2022,8,13,10,Wilson Blvd,Bicycle Involved,Injury,Daylight,Clear,35,0,1,2022-08-13
2023,1,17,7,Lee Hwy,Sideswipe,Serious Injury,Daylight,Clear,35,0,0,2023-01-17
2020,4,28,23,Clarendon Blvd,Rear-End,Injury,Dark - Unlighted,Snow/Ice,30,0,0,2020-04-28
2019,1,15,8,Clarendon Blvd,Angle,Property Damage Only,Dark - Lighted,Rain,35,0,0,2019-01-15
2021,10,8,19,Glebe Rd,Sideswipe,Injury,Dark - Unlighted,Clear,25,0,0,2021-10-08
2023,7,19,18,Glebe Rd,Bicycle Involved,Injury,Daylight,Rain,35,0,1,2023-07-19
2022,3,16,18,S Walter Reed Dr,Single Vehicle,Injury,Daylight,Rain,35,0,0,2022-03-16
2019,12,26,6,S Walter Reed Dr,Head-On,Property Damage Only,Daylight,Clear,25,0,0,2019-12-26
2021,6,27,11,N Fairfax Dr,Head-On,Property Damage Only,Daylight,Clear,30,0,0,2021-06-27
2023,1,21,9,N Fairfax Dr,Rear-End,Property Damage Only,Dark - Unlighted,Snow/Ice,25,0,0,2023-01-21
2021,9,19,21,Lee Hwy,Sideswipe,Property Damage Only,Dark - Lighted,Cloudy,30,0,0,2021-09-19
2019,11,24,14,N Fairfax Dr,Head-On,Property Damage Only,Daylight,Clear,30,0,0,2019-11-24
2022,5,26,13,N Fairfax Dr,Angle,Injury,Dark - Lighted,Rain,35,0,0,2022-05-26
2019,8,19,4,Wilson Blvd,Pedestrian Involved,Property Damage Only,Dawn/Dusk,Clear,35,1,0,2019-08-19
2019,7,17,8,N Fairfax Dr,Single Vehicle,Property Damage Only,Dark - Lighted,Clear,30,0,0,2019-07-17
2022,9,7,18,Washington Blvd,Head-On,Serious Injury,Dark - Lighted,Clear,30,0,0,2022-09-07
2020,2,9,20,N Fairfax Dr,Sideswipe,Property Damage Only,Daylight,Clear,25,0,0,2020-02-09
2022,7,12,7,Clarendon Blvd,Angle,Injury,Dark - Unlighted,Cloudy,35,0,0,2022-07-12
2023,11,1,16,Arlington Blvd,Angle,Property Damage Only,Dark - Unlighted,Rain,45,0,0,2023-11-01
2023,3,15,6,Wilson Blvd,Single Vehicle,Injury,Dark - Lighted,Clear,30,0,0,2023-03-15
2021,3,25,12,Columbia Pike,Rear-End,Property Damage Only,Daylight,Rain,30,0,0,2021-03-25
2023,3,28,5,Arlington Blvd,Rear-End,Injury,Dark - Unlighted,Clear,25,0,0,2023-03-28
2021,8,16,17,Wilson Blvd,Sideswipe,Injury,Dark - Lighted,Snow/Ice,30,0,0,2021-08-16
2020,9,17,15,Arlington Blvd,Pedestrian Involved,Property Damage Only,Dawn/Dusk,Clear,30,1,0,2020-09-17
2019,7,19,18,N Pershing Dr,Rear-End,Property Damage Only,Dark - Unlighted,Clear,30,0,0,2019-07-19
2019,5,7,8,S Walter Reed Dr,Sideswipe,Property Damage Only,Daylight,Rain,45,0,0,2019-05-07
2019,2,13,4,Arlington Blvd,Bicycle Involved,Injury,Dark - Unlighted,Clear,25,0,1,2019-02-13
2019,5,28,0,N Fairfax Dr,Angle,Property Damage Only,Dawn/Dusk,Clear,25,0,0,2019-05-28
2021,8,28,8,S Walter Reed Dr,Pedestrian Involved,Injury,Daylight,Clear,30,1,0,2021-08-28
2020,9,15,19,N Pershing Dr,Bicycle Involved,Property Damage Only,Daylight,Clear,25,0,1,2020-09-15
2020,9,10,17,Clarendon Blvd,Head-On,Property Damage Only,Dawn/Dusk,Clear,30,0,0,2020-09-10
2019,6,22,10,Clarendon Blvd,Sideswipe,Property Damage Only,Dark - Unlighted,Snow/Ice,30,0,0,2019-06-22
2023,5,26,9,Wilson Blvd,Bicycle Involved,Injury,Dark - Unlighted,Fog,45,0,1,2023-05-26
2019,9,9,12,Glebe Rd,Angle,Serious Injury,Dark - Unlighted,Clear,45,0,0,2019-09-09
2020,2,24,22,N Fairfax Dr,Pedestrian Involved,Property Damage Only,Dark - Lighted,Rain,45,1,0,2020-02-24
2020,10,5,13,N Fairfax Dr,Sideswipe,Property Damage Only,Dark - Unlighted,Rain,45,0,0,2020-10-05
2023,3,7,17,Lee Hwy,Pedestrian Involved,Property Damage Only,Dark - Lighted,Clear,30,1,0,2023-03-07
2021,12,23,17,N Pershing Dr,Angle,Injury,Dawn/Dusk,Cloudy,30,0,0,2021-12-23
2023,3,11,18,Columbia Pike,Pedestrian Involved,Serious Injury,Daylight,Rain,30,1,0,2023-03-11
2021,3,24,8,Wilson Blvd,Single Vehicle,Property Damage Only,Dark - Unlighted,Snow/Ice,45,0,0,2021-03-24
2022,5,15,16,Arlington Blvd,Angle,Property Damage Only,Dark - Lighted,Clear,25,0,0,2022-05-15
2020,3,1,22,S Walter Reed Dr,Pedestrian Involved,Property Damage Only,Dark - Unlighted,Clear,30,1,0,2020-03-01
2023,4,8,12,Wilson Blvd,Sideswipe,Property Damage Only,Daylight,Clear,45,0,0,2023-04-08
2020,9,28,10,S Walter Reed Dr,Head-On,Property Damage Only,Dark - Unlighted,Snow/Ice,30,0,0,2020-09-28
2022,8,16,11,Lee Hwy,Angle,Injury,Dark - Lighted,Fog,30,0,0,2022-08-16
2019,7,25,7,Wilson Blvd,Sideswipe,Injury,Dawn/Dusk,Clear,30,0,0,2019-07-25
2020,4,3,20,Lee Hwy,Head-On,Property Damage Only,Dawn/Dusk,Rain,35,0,0,2020-04-03
2022,4,14,16,N Fairfax Dr,Single Vehicle,Property Damage Only,Daylight,Clear,45,0,0,2022-04-14
2021,7,20,17,S Walter Reed Dr,Pedestrian Involved,Injury,Daylight,Clear,25,1,0,2021-07-20
2022,8,27,16,Wilson Blvd,Angle,Property Damage Only,Dawn/Dusk,Rain,25,0,0,2022-08-27
2023,7,17,7,Wilson Blvd,Angle,Injury,Dark - Unlighted,Clear,45,0,0,2023-07-17
2022,5,25,10,Arlington Blvd,Head-On,Property Damage Only,Dark - Lighted,Clear,45,0,0,2022-05-25
2021,10,2,14,N Pershing Dr,Angle,Property Damage Only,Dawn/Dusk,Snow/Ice,45,0,0,2021-10-02
2019,12,17,0,Columbia Pike,Angle,Property Damage Only,Dark - Lighted,Clear,45,0,0,2019-12-17
2022,6,15,1,Wilson Blvd,Angle,Property Damage Only,Dawn/Dusk,Clear,30,0,0,2022-06-15
2022,2,9,13,Clarendon Blvd,Bicycle Involved,Property Damage Only,Dark - Lighted,Clear,25,0,1,2022-02-09
2019,2,23,16,Washington Blvd,Bicycle Involved,Property Damage Only,Dark - Unlighted,Clear,25,0,1,2019-02-23
2023,12,13,22,N Pershing Dr,Pedestrian Involved,Property Damage Only,Dark - Lighted,Rain,45,1,0,2023-12-13
2023,7,2,9,Lee Hwy,Sideswipe,Injury,Dark - Lighted,Snow/Ice,30,0,0,2023-07-02
2020,3,25,14,Wilson Blvd,Head-On,Fatal,Dark - Unlighted,Clear,35,0,0,2020-03-25
2022,5,21,0,Lee Hwy,Rear-End,Injury,Dark - Lighted,Snow/Ice,30,0,0,2022-05-21
2019,10,25,6,Arlington Blvd,Rear-End,Property Damage Only,Dawn/Dusk,Clear,45,0,0,2019-10-25
2022,9,26,8,Wilson Blvd,Pedestrian Involved,Injury,Dawn/Dusk,Clear,30,1,0,2022-09-26
2020,10,22,9,Washington Blvd,Head-On,Property Damage Only,Dawn/Dusk,Clear,45,0,0,2020-10-22
2019,10,20,8,Wilson Blvd,Angle,Injury,Dark - Unlighted,Cloudy,30,0,0,2019-10-20
2019,3,5,19,Wilson Blvd,Bicycle Involved,Property Damage Only,Dark - Unlighted,Fog,25,0,1,2019-03-05
2020,1,22,18,S Walter Reed Dr,Single Vehicle,Injury,Dark - Unlighted,Clear,35,0,0,2020-01-22
2019,1,4,11,N Fairfax Dr,Angle,Property Damage Only,Dark - Lighted,Clear,35,0,0,2019-01-04
2023,11,23,7,S Walter Reed Dr,Pedestrian Involved,Property Damage Only,Dark - Lighted,Clear,45,1,0,2023-11-23
2023,6,2,18,Columbia Pike,Single Vehicle,Property Damage Only,Dark - Unlighted,Clear,35,0,0,2023-06-02
2021,7,27,22,Columbia Pike,Single Vehicle,Serious Injury,Dawn/Dusk,Snow/Ice,25,0,0,2021-07-27
2021,8,5,23,Columbia Pike,Bicycle Involved,Property Damage Only,Dark - Unlighted,Cloudy,35,0,1,2021-08-05
2023,7,17,5,Glebe Rd,Bicycle Involved,Property Damage Only,Dark - Lighted,Clear,25,0,1,2023-07-17
2019,10,24,7,N Pershing Dr,Rear-End,Property Damage Only,Dawn/Dusk,Rain,35,0,0,2019-10-24
2022,10,28,18,Clarendon Blvd,Sideswipe,Property Damage Only,Dark - Unlighted,Clear,30,0,0,2022-10-28
2023,10,16,18,N Pershing Dr,Bicycle Involved,Injury,Dawn/Dusk,Clear,45,0,1,2023-10-16
2020,10,8,17,Arlington Blvd,Angle,Property Damage Only,Daylight,Clear,25,0,0,2020-10-08
2019,8,21,20,Columbia Pike,Bicycle Involved,Property Damage Only,Dark - Lighted,Clear,45,0,1,2019-08-21
2022,1,11,20,Clarendon Blvd,Pedestrian Involved,Injury,Dark - Lighted,Clear,25,1,0,2022-01-11
2020,12,10,7,Arlington Blvd,Single Vehicle,Property Damage Only,Daylight,Rain,35,0,0,2020-12-10
2021,9,18,12,Clarendon Blvd,Single Vehicle,Property Damage Only,Daylight,Cloudy,25,0,0,2021-09-18
2021,6,13,14,S Walter Reed Dr,Pedestrian Involved,Property Damage Only,Daylight,Clear,30,1,0,2021-06-13
2020,6,27,17,Clarendon Blvd,Bicycle Involved,Property Damage Only,Dawn/Dusk,Clear,45,0,1,2020-06-27
2019,11,5,18,Washington Blvd,Angle,Property Damage Only,Dawn/Dusk,Clear,35,0,0,2019-11-05
2022,7,24,12,Wilson Blvd,Single Vehicle,Property Damage Only,Dark - Unlighted,Clear,35,0,0,2022-07-24
2023,9,1,12,Glebe Rd,Pedestrian Involved,Property Damage Only,Dark - Unlighted,Clear,35,1,0,2023-09-01
2019,3,9,19,Wilson Blvd,Sideswipe,Fatal,Dawn/Dusk,Snow/Ice,30,0,0,2019-03-09
2023,10,13,19,Lee Hwy,Pedestrian Involved,Property Damage Only,Daylight,Cloudy,35,1,0,2023-10-13
2021,12,2,7,Arlington Blvd,Head-On,Serious Injury,Daylight,Cloudy,45,0,0,2021-12-02
2020,6,15,17,Arlington Blvd,Angle,Fatal,Dark - Unlighted,Rain,30,0,0,2020-06-15
2019,6,26,8,Wilson Blvd,Single Vehicle,Property Damage Only,Dark - Lighted,Rain,25,0,0,2019-06-26
2022,9,1,5,Washington Blvd,Pedestrian Involved,Injury,Dark - Lighted,Cloudy,30,1,0,2022-09-01
2021,8,24,7,N Pershing Dr,Sideswipe,Injury,Dark - Unlighted,Cloudy,30,0,0,2021-08-24
2019,9,22,21,Lee Hwy,Angle,Serious Injury,Daylight,Clear,45,0,0,2019-09-22
2022,12,28,22,N Pershing Dr,Rear-End,Injury,Daylight,Clear,35,0,0,2022-12-28
2019,11,28,13,S Walter Reed Dr,Single Vehicle,Injury,Daylight,Clear,35,0,0,2019-11-28
2022,1,4,16,N Pershing Dr,Single Vehicle,Injury,Dark - Unlighted,Clear,25,0,0,2022-01-04
2023,5,21,15,Glebe Rd,Sideswipe,Injury,Dark - Lighted,Clear,30,0,0,2023-05-21
2021,5,18,0,Clarendon Blvd,Single Vehicle,Property Damage Only,Dawn/Dusk,Clear,25,0,0,2021-05-18
2021,3,6,21,Arlington Blvd,Rear-End,Property Damage Only,Daylight,Rain,25,0,0,2021-03-06
2020,9,12,7,N Pershing Dr,Sideswipe,Property Damage Only,Dark - Unlighted,Snow/Ice,30,0,0,2020-09-12
2021,10,8,17,Lee Hwy,Rear-End,Property Damage Only,Dark - Unlighted,Clear,35,0,0,2021-10-08
2023,8,2,1,Lee Hwy,Rear-End,Property Damage Only,Dawn/Dusk,Rain,25,0,0,2023-08-02
2019,7,2,6,Columbia Pike,Head-On,Property Damage Only,Dawn/Dusk,Clear,30,0,0,2019-07-02
2023,10,21,21,Washington Blvd,Pedestrian Involved,Fatal,Dark - Unlighted,Clear,35,1,0,2023-10-21
2021,4,23,18,N Pershing Dr,Rear-End,Property Damage Only,Dawn/Dusk,Clear,30,0,0,2021-04-23
2019,12,15,18,Columbia Pike,Head-On,Serious Injury,Dark - Unlighted,Cloudy,45,0,0,2019-12-15
2022,4,8,15,Lee Hwy,Single Vehicle,Property Damage Only,Dark - Unlighted,Snow/Ice,35,0,0,2022-04-08
2022,3,23,8,Clarendon Blvd,Single Vehicle,Property Damage Only,Dark - Unlighted,Clear,45,0,0,2022-03-23
2022,1,3,17,Washington Blvd,Rear-End,Property Damage Only,Dark - Unlighted,Clear,45,0,0,2022-01-03
2022,3,10,21,Clarendon Blvd,Pedestrian Involved,Property Damage Only,Dark - Lighted,Clear,25,1,0,2022-03-10
2022,12,26,7,Columbia Pike,Sideswipe,Property Damage Only,Daylight,Clear,35,0,0,2022-12-26
2023,8,13,7,S Walter Reed Dr,Head-On,Injury,Dark - Lighted,Clear,30,0,0,2023-08-13
2023,3,16,21,N Fairfax Dr,Rear-End,Property Damage Only,Dark - Unlighted,Clear,30,0,0,2023-03-16
2023,7,26,15,N Fairfax Dr,Pedestrian Involved,Property Damage Only,Dark - Unlighted,Snow/Ice,30,1,0,2023-07-26
2020,11,22,8,Columbia Pike,Bicycle Involved,Property Damage Only,Dawn/Dusk,Fog,25,0,1,2020-11-22
2023,10,15,21,Clarendon Blvd,Pedestrian Involved,Injury,Daylight,Clear,45,1,0,2023-10-15
